customer_id,join_date,district,latitude,longitude,verification,country,lifetime_bookings,avg_rating,cancellation_rate,is_business_traveler
633B4F04,2024-04-01,Mitte,52.49818337320157,13.408910223529716,Verified,JPN,7,4.92,0.068,0
2762A490,2018-10-25,Charlottenburg-Wilmersdorf,52.53880384291927,13.271463722137874,Verified,USA,27,5.0,0.03,0
EC2F6797,2022-06-27,Tempelhof-Schöneberg,52.41582535235445,13.335627803689897,Verified,CAN,16,4.63,0.109,0
214D4C1B,2022-11-05,Pankow,52.51788931460665,13.377108683896566,Partial,BRA,5,4.84,0.115,0
B7ABA9CC,2021-05-22,Pankow,52.57716657472514,13.222719123781314,Partial,CAN,17,5.0,0.058,0
FB412FD9,2024-02-16,Steglitz-Zehlendorf,52.47846067413527,13.373660585800097,Verified,JPN,3,4.58,0.013,0
69608050,2021-10-25,Lichtenberg,52.521473266410666,13.47331802058349,None,FRA,0,4.9,0.09,0
37A5B5F9,2015-08-11,Tempelhof-Schöneberg,52.52180191858559,13.228626179759624,Verified,USA,5,4.82,0.124,0
2C947E7B,2020-02-01,Pankow,52.52384569426767,13.36018433872393,Partial,UK,13,5.0,0.133,0
9B3C0CA0,2015-10-02,Mitte,52.43972327571242,13.375648764357312,Verified,BRA,10,4.96,0.071,0
D811850A,2023-08-10,Tempelhof-Schöneberg,52.403052179686426,13.21875461859956,Verified,CAN,11,4.55,0.003,0
90E2821D,2020-12-27,Spandau,52.40744983599606,13.235303028160942,Verified,UK,2,5.0,0.097,0
1CE7BF18,2018-10-08,Lichtenberg,52.51478330139491,13.321851971537686,None,CAN,4,4.27,0.006,0
0BD20A3E,2018-05-31,Friedrichshain-Kreuzberg,52.440861814168734,13.321554522230649,Verified,BRA,4,5.0,0.074,0
83610852,2015-11-13,Pankow,52.54581013245286,13.333266430745041,Verified,FRA,5,4.9,0.035,1
A3A9AD81,2023-10-09,Pankow,52.464652580508215,13.28238118200091,Verified,USA,0,5.0,0.021,0
E79CC20A,2021-10-23,Spandau,52.48897578675793,13.206386646977773,Partial,UK,0,4.98,0.136,0
7D66E599,2023-10-08,Steglitz-Zehlendorf,52.47175506490407,13.335138083612655,Verified,AUS,3,4.98,0.019,0
CF0B8688,2017-01-20,Charlottenburg-Wilmersdorf,52.4470173621305,13.224249939579236,Verified,USA,7,4.88,0.077,0
ED32C2C4,2019-01-29,Neukölln,52.494704984944704,13.377461646538329,Verified,UK,8,5.0,0.101,0
CC9E748D,2016-12-30,Charlottenburg-Wilmersdorf,52.467842759738815,13.414464336701688,Partial,GER,1,4.0,0.095,1
A3FED4A9,2023-07-11,Lichtenberg,52.52081593265095,13.301673135498111,Verified,AUS,7,4.92,0.035,0
0E1BE014,2022-01-31,Spandau,52.493295964358005,13.209587164618897,Verified,UK,1,4.99,0.051,0
B73B4D9C,2022-08-28,Pankow,52.48091530482843,13.352076983870662,Verified,GER,23,5.0,0.03,0
58EA5E16,2019-12-01,Mitte,52.50378651419735,13.225602158269645,Partial,UK,9,4.75,0.086,0
C4C9C256,2019-09-08,Friedrichshain-Kreuzberg,52.40042137732668,13.48007493972399,Verified,AUS,6,4.68,0.013,0
E684367B,2015-05-29,Pankow,52.44035000992907,13.318832207715104,Verified,JPN,28,4.88,0.13,0
18631BF6,2020-01-14,Tempelhof-Schöneberg,52.548422046350595,13.26623491679389,Verified,USA,13,4.55,0.139,0
F8B62C36,2021-02-24,Tempelhof-Schöneberg,52.41382689763235,13.418785707001943,None,AUS,18,5.0,0.049,1
C3DCC824,2017-03-08,Spandau,52.535044720335506,13.443111409561496,Verified,USA,18,4.71,0.006,0
BD09C8B0,2022-02-25,Neukölln,52.55212304791151,13.312748199648745,Verified,USA,1,4.61,0.079,0
093C034B,2021-01-06,Charlottenburg-Wilmersdorf,52.48251191819537,13.479192210261479,Verified,GER,6,4.36,0.052,0
AE7934E1,2015-03-25,Pankow,52.43478974828578,13.379795775349141,Partial,JPN,9,4.79,0.139,1
C522CD59,2018-07-19,Charlottenburg-Wilmersdorf,52.45967192870406,13.49948346707463,Verified,AUS,0,4.84,0.102,0
07CE7523,2019-09-05,Spandau,52.4998753659176,13.497084718057758,None,JPN,0,4.53,0.12,0
D7CC69D0,2017-10-16,Lichtenberg,52.49701183113696,13.49925209147349,Verified,FRA,4,5.0,0.146,0
BDF12883,2021-06-03,Pankow,52.473555909856394,13.460338094492181,Verified,GER,5,4.61,0.139,0
76F3FD19,2017-12-23,Friedrichshain-Kreuzberg,52.46701015379664,13.358005804330695,Verified,AUS,19,4.53,0.033,0
00FB64FD,2017-07-31,Spandau,52.59131726586644,13.477311257672701,Verified,FRA,0,4.59,0.069,0
FEFB7EB9,2016-10-14,Mitte,52.58264972688031,13.443265960843675,Verified,UK,9,4.86,0.146,0
65354158,2023-06-21,Charlottenburg-Wilmersdorf,52.426232911573095,13.300158408783592,Partial,CAN,10,4.67,0.083,0
2C8DAFB0,2015-08-15,Steglitz-Zehlendorf,52.540677543150316,13.396835138173495,Verified,AUS,6,4.37,0.138,1
6DB3A329,2022-12-06,Charlottenburg-Wilmersdorf,52.44778871391203,13.280206439627406,None,CAN,19,4.83,0.056,0
5BFCD757,2022-01-11,Mitte,52.56009728719619,13.221178999775988,Partial,FRA,22,4.87,0.058,0
E414A5AD,2015-07-29,Neukölln,52.53023649138403,13.388616796291895,Verified,AUS,6,5.0,0.125,0
953CF1E7,2015-01-26,Neukölln,52.50334889157513,13.388858076378991,Verified,GER,5,5.0,0.088,1
F9744A55,2018-09-12,Neukölln,52.57698150429056,13.406451449759311,Verified,FRA,17,4.79,0.041,0
A463F8C6,2016-01-10,Mitte,52.58527126185374,13.417475952908617,Verified,BRA,1,4.7,0.08,0
2A2069AB,2024-02-28,Neukölln,52.52100355204072,13.275302498278489,Verified,AUS,0,4.85,0.011,0
07DBD0A4,2016-04-04,Lichtenberg,52.48561815678085,13.479460340308668,Verified,JPN,4,4.74,0.113,0
C56E5C9E,2018-04-10,Friedrichshain-Kreuzberg,52.422856093766555,13.470555699803363,Verified,USA,21,4.82,0.095,0
D7C2CAB5,2021-10-19,Tempelhof-Schöneberg,52.589119576067475,13.362303108167081,Verified,BRA,12,4.61,0.094,0
FCC961CD,2019-11-25,Pankow,52.44354000232688,13.21601494042646,Verified,JPN,10,4.52,0.02,0
C5183C25,2016-12-20,Mitte,52.405812411397115,13.48484469542853,Verified,JPN,1,4.39,0.128,0
CEC3676D,2023-10-23,Steglitz-Zehlendorf,52.52201368074942,13.410278880009823,Verified,GER,34,4.75,0.044,0
75979235,2023-09-20,Friedrichshain-Kreuzberg,52.58208239161192,13.384355813674656,Verified,AUS,7,4.76,0.092,0
458E41FE,2018-03-14,Friedrichshain-Kreuzberg,52.54285135687495,13.280380303903799,Verified,USA,11,4.83,0.09,0
7B7AEBDD,2020-05-07,Lichtenberg,52.43529456623307,13.4796714644055,Verified,FRA,4,4.29,0.132,1
7936657B,2024-08-05,Lichtenberg,52.55178322098328,13.296151162616836,Verified,JPN,1,4.93,0.067,0
E1AA92AB,2017-11-05,Spandau,52.465841683633975,13.41186045165584,Partial,CAN,6,4.48,0.119,0
C1BD0F18,2023-09-13,Friedrichshain-Kreuzberg,52.591593366265414,13.274044123003613,Verified,BRA,3,5.0,0.089,1
A9DD3F97,2020-08-12,Mitte,52.52156601373157,13.301175946613295,Verified,USA,14,5.0,0.048,0
D8B55639,2018-10-28,Mitte,52.543020120323455,13.322476512950999,Verified,GER,2,4.39,0.015,0
8DE169B6,2021-08-01,Tempelhof-Schöneberg,52.43794642712234,13.347205891405803,Verified,GER,3,5.0,0.034,0
759D5C86,2023-12-06,Steglitz-Zehlendorf,52.47455401508739,13.358252363724821,None,USA,33,3.98,0.011,0
9EA5DEED,2018-12-13,Steglitz-Zehlendorf,52.417892532147235,13.281210472506663,Verified,UK,39,5.0,0.116,0
5F12227F,2016-08-30,Charlottenburg-Wilmersdorf,52.48022631735012,13.307037566123046,None,BRA,23,4.25,0.039,0
0BB2DC55,2021-05-11,Lichtenberg,52.583505203137975,13.306658699704945,Verified,AUS,1,5.0,0.002,0
E97F371D,2023-11-27,Pankow,52.47076386404891,13.28370826698066,Partial,UK,24,4.67,0.113,0
254DCCAD,2021-03-27,Lichtenberg,52.53720136798006,13.446146981752854,Verified,FRA,37,4.35,0.063,0
ED2ED0A6,2016-01-29,Spandau,52.564205889596536,13.38247634361627,Verified,GER,10,4.24,0.042,0
AAE575C5,2023-06-01,Charlottenburg-Wilmersdorf,52.598769452701525,13.273067337552707,Verified,FRA,6,5.0,0.069,0
9C8563C6,2017-05-21,Friedrichshain-Kreuzberg,52.535310857345344,13.31910336618943,Partial,GER,2,4.37,0.013,0
3343B153,2021-02-21,Tempelhof-Schöneberg,52.59533578791744,13.460654013187442,Verified,GER,23,4.27,0.13,1
46666E88,2024-01-28,Mitte,52.405215982467986,13.3336535670538,None,GER,1,4.66,0.042,0
9F2F9E56,2021-02-23,Mitte,52.54972883013612,13.244039453884259,Partial,USA,31,4.88,0.067,0
96783124,2024-02-16,Tempelhof-Schöneberg,52.45962552991804,13.328796382852728,Verified,FRA,12,5.0,0.032,0
59F85EFC,2020-06-09,Spandau,52.49337273860168,13.485734958956225,Verified,GER,1,4.83,0.084,0
3339DAB7,2022-01-16,Lichtenberg,52.55296475893035,13.491174908097813,Verified,FRA,10,5.0,0.033,0
B47D34D8,2021-03-07,Mitte,52.45718228528995,13.290368009362206,Verified,BRA,1,4.32,0.0,1
AF77F3D7,2016-04-10,Mitte,52.459901832143,13.209968173972994,Verified,UK,0,4.92,0.119,0
46E769A0,2015-12-06,Lichtenberg,52.41865670924177,13.257962323030956,Verified,USA,7,4.53,0.023,0
88FF835E,2022-08-11,Neukölln,52.439151217807634,13.428050603453832,Verified,JPN,6,5.0,0.016,0
C67A9646,2020-01-07,Friedrichshain-Kreuzberg,52.575838039974,13.3607597371343,Verified,CAN,19,5.0,0.137,0
C965337E,2016-05-08,Steglitz-Zehlendorf,52.48673272980023,13.3803049848358,Partial,JPN,8,3.99,0.142,0
95D9997C,2020-10-27,Pankow,52.51261585265377,13.279705882143686,Verified,BRA,12,4.92,0.074,0
D0D5AC2C,2022-10-28,Steglitz-Zehlendorf,52.501804858382734,13.340302810901441,Verified,BRA,4,4.65,0.025,0
C3A77B69,2023-04-21,Mitte,52.40350776486932,13.47664381026573,Verified,UK,7,5.0,0.101,0
CF961458,2017-12-09,Spandau,52.521983272863295,13.330115298025719,Verified,UK,25,4.85,0.104,0
903092FB,2022-01-25,Pankow,52.40951633236824,13.219034883998873,Verified,FRA,1,5.0,0.088,1
84C7359B,2016-10-16,Spandau,52.48101388157058,13.485864379342548,None,JPN,0,5.0,0.112,0
6FE21256,2017-03-31,Mitte,52.4433698888839,13.391128815362901,Verified,FRA,12,4.81,0.094,1
DE4C15DE,2020-02-22,Steglitz-Zehlendorf,52.505407318686615,13.495028941265883,Verified,AUS,1,4.57,0.032,1
202DE5A1,2019-05-07,Lichtenberg,52.540322132349935,13.440542983918471,Partial,USA,11,4.57,0.02,1
C02617E8,2015-04-11,Steglitz-Zehlendorf,52.41015024968766,13.436683843221292,Verified,UK,25,5.0,0.077,0
BBCD64CF,2019-11-20,Neukölln,52.55426798136193,13.303368196240937,Verified,BRA,11,4.66,0.083,0
6377735B,2023-02-17,Steglitz-Zehlendorf,52.507934003813105,13.241842316555633,Verified,CAN,8,4.58,0.097,0
F493D5CC,2023-05-23,Spandau,52.57400528102991,13.201932728116056,None,CAN,11,4.93,0.111,0
0757F4D0,2015-08-29,Friedrichshain-Kreuzberg,52.522224693996556,13.398984544546458,Verified,BRA,9,4.57,0.01,1
5E154CBD,2015-05-04,Mitte,52.55224222765986,13.24713306106769,Verified,CAN,10,5.0,0.081,0
B04E2779,2019-12-19,Charlottenburg-Wilmersdorf,52.435250715747834,13.462884503214394,Verified,FRA,15,4.61,0.075,1
B9C22EAA,2024-09-30,Pankow,52.46220177324902,13.477938326034065,None,FRA,2,5.0,0.098,0
F209582D,2016-12-14,Spandau,52.414841697827846,13.413555749591547,Verified,FRA,19,4.54,0.098,1
EE46AB24,2024-08-23,Friedrichshain-Kreuzberg,52.47396079938841,13.252096283767916,Verified,UK,23,4.75,0.082,0
C65638D5,2015-04-15,Mitte,52.54680285736551,13.40181044902803,Verified,CAN,14,4.8,0.013,1
5FDFC833,2019-11-22,Pankow,52.40480510552108,13.238447568728644,None,BRA,11,4.4,0.082,0
CDF8659F,2022-02-12,Steglitz-Zehlendorf,52.41742379827433,13.413801229423655,Verified,JPN,2,5.0,0.107,0
0CB80F35,2015-05-31,Spandau,52.55997264698153,13.21762329020187,Verified,FRA,4,4.74,0.139,0
3356961E,2020-07-08,Neukölln,52.50037345990343,13.407147860642857,Verified,BRA,7,4.46,0.012,1
96632B15,2020-06-16,Spandau,52.474995517106954,13.248083900786774,Verified,AUS,12,4.79,0.044,0
9BB0EBAF,2024-06-13,Mitte,52.56251469159176,13.341428329815963,Verified,AUS,4,4.86,0.008,0
8F6518BD,2022-06-22,Pankow,52.420209175874,13.488356888416568,Verified,CAN,16,4.13,0.032,0
CBAAA06C,2017-06-23,Neukölln,52.42222592455533,13.354795415614019,Verified,BRA,32,4.74,0.101,0
11FE39D4,2021-04-27,Pankow,52.53703017127035,13.383254566341307,Verified,BRA,8,4.64,0.065,1
21C3FB8C,2015-11-14,Spandau,52.59097466370779,13.236481341546632,Verified,USA,6,5.0,0.053,0
FBE1BF64,2020-04-03,Neukölln,52.46719092677313,13.309881996907432,Verified,UK,6,4.26,0.045,0
0EDD42AF,2016-12-30,Pankow,52.4053938809349,13.378884601317825,Verified,AUS,12,4.14,0.124,0
5EAA3E43,2016-11-25,Neukölln,52.576723180129434,13.460106697813764,Verified,CAN,2,4.68,0.099,0
6A8CF4E4,2016-03-30,Spandau,52.491863060909516,13.400598726679338,Verified,FRA,16,4.88,0.046,1
686CFC27,2019-12-15,Charlottenburg-Wilmersdorf,52.482448066742,13.47413498404682,Partial,UK,18,5.0,0.04,0
6B15007B,2017-06-05,Mitte,52.520997529076006,13.396753641437302,Verified,USA,51,4.59,0.012,0
5A2650A6,2016-08-22,Lichtenberg,52.51945773036936,13.361758561533685,Verified,FRA,20,5.0,0.052,0
C42A87B1,2018-05-04,Tempelhof-Schöneberg,52.41747723046583,13.383620798834464,Verified,BRA,3,4.59,0.129,0
6E9AA056,2024-01-29,Lichtenberg,52.46204936925678,13.475051512908484,Partial,AUS,6,4.62,0.075,0
4E46E88B,2024-07-02,Lichtenberg,52.44199124054902,13.378565409753685,Verified,USA,7,4.51,0.052,0
113BA78A,2024-10-01,Neukölln,52.4776734715831,13.382195983408392,Verified,UK,29,5.0,0.058,0
A0C75939,2018-08-20,Charlottenburg-Wilmersdorf,52.599713180751195,13.324509225562755,Verified,USA,2,5.0,0.136,0
5D851F73,2019-11-10,Tempelhof-Schöneberg,52.50528841903205,13.330243607121279,Verified,AUS,10,4.74,0.001,1
85DDD994,2019-08-23,Spandau,52.59086353465206,13.220236657969021,Verified,UK,4,5.0,0.051,0
A3C6F1C0,2020-01-27,Friedrichshain-Kreuzberg,52.50236015042016,13.203590668838883,None,UK,18,4.62,0.103,0
45DFD61A,2015-11-26,Spandau,52.49219437600339,13.320183880919057,Verified,AUS,71,4.72,0.011,0
CB451304,2022-08-12,Spandau,52.56670796454888,13.332535301079796,Partial,CAN,30,4.93,0.082,0
0ABC34EC,2020-03-08,Spandau,52.46964219388257,13.377687037300786,Partial,USA,13,4.94,0.023,0
BE865952,2021-09-29,Charlottenburg-Wilmersdorf,52.444453392764245,13.470772444371937,Verified,USA,1,4.53,0.057,0
45AD48C7,2022-08-22,Pankow,52.424547340381096,13.377459747626386,Verified,FRA,0,4.68,0.079,0
0997EE64,2018-11-22,Charlottenburg-Wilmersdorf,52.577750447884306,13.442889516893777,Verified,BRA,4,4.85,0.038,0
36A80185,2018-09-16,Mitte,52.44539242825957,13.271781606886256,Verified,GER,2,4.53,0.065,0
5309B467,2016-08-09,Tempelhof-Schöneberg,52.41606462575642,13.238613070357784,Verified,FRA,11,4.52,0.048,1
2ACDA56D,2015-06-24,Mitte,52.56250915405932,13.303845300056462,Verified,BRA,14,5.0,0.132,0
2DB559EF,2017-01-18,Mitte,52.45596022808815,13.401876123550327,Verified,AUS,8,4.88,0.028,0
14DADEF6,2023-08-20,Friedrichshain-Kreuzberg,52.44063308693242,13.37959295668513,Verified,GER,2,4.63,0.099,0
C6D45AEB,2024-06-29,Neukölln,52.48755004872707,13.33260127354392,Verified,FRA,0,5.0,0.078,0
3855F2C9,2015-06-29,Pankow,52.592021235799535,13.353145875736617,Verified,AUS,2,5.0,0.076,0
F6D45D6D,2022-09-07,Tempelhof-Schöneberg,52.581500444269736,13.308628371192695,Verified,UK,0,4.67,0.092,1
18BD0FC6,2018-01-27,Spandau,52.416161579904916,13.330103854912448,Partial,CAN,1,4.56,0.029,1
10CC40BE,2024-07-24,Spandau,52.57160251868647,13.45735568409735,Verified,CAN,24,4.82,0.006,0
A4EBAA35,2017-07-13,Spandau,52.41340519703043,13.378373622188622,None,UK,30,4.95,0.077,0
5F9B7704,2021-10-01,Charlottenburg-Wilmersdorf,52.59629581596349,13.287719449127724,Partial,BRA,10,4.25,0.048,0
DCA6169C,2017-03-11,Charlottenburg-Wilmersdorf,52.469940914361054,13.219422005042448,Verified,BRA,4,4.73,0.077,1
1CB3F9BF,2017-04-06,Friedrichshain-Kreuzberg,52.5683411050401,13.265796260733362,Partial,UK,36,4.96,0.07,1
1ECBC947,2016-10-08,Steglitz-Zehlendorf,52.59799480492473,13.25494072330018,Verified,JPN,5,5.0,0.064,0
E816D32D,2017-12-29,Pankow,52.44314034133221,13.300791157016786,Verified,CAN,2,5.0,0.117,0
2EF0FA6C,2021-11-09,Tempelhof-Schöneberg,52.48822692610186,13.462172572019416,Verified,GER,10,4.86,0.056,0
6B6FC67B,2020-08-29,Neukölln,52.48231653605277,13.301641460953768,Verified,FRA,4,4.96,0.053,0
82E359BB,2017-02-12,Mitte,52.53140122612231,13.301912765648254,Verified,AUS,1,4.78,0.033,0
F6FA3F82,2015-11-07,Pankow,52.59161234811147,13.29263470570539,Verified,GER,0,4.89,0.059,0
D2442B17,2016-07-07,Friedrichshain-Kreuzberg,52.47368514684244,13.212351415166808,Verified,GER,26,4.53,0.097,0
83D0AD41,2022-07-31,Neukölln,52.568740844479834,13.231373221812369,Verified,USA,0,5.0,0.145,0
1CD20A0B,2024-12-25,Mitte,52.499913845233884,13.247355973431695,Verified,USA,34,5.0,0.083,0
F77A87E1,2022-12-15,Neukölln,52.41583282602164,13.262576773319559,Verified,JPN,21,5.0,0.093,0
AA847824,2016-02-28,Pankow,52.40121373694133,13.380666815408272,Partial,CAN,8,4.64,0.006,0
CF116BCE,2020-05-27,Spandau,52.46623080862593,13.209270581066974,Verified,CAN,5,5.0,0.059,0
07C7E09F,2024-01-09,Steglitz-Zehlendorf,52.48249746375525,13.491667856601294,Verified,JPN,8,4.87,0.074,0
601F863C,2016-01-10,Lichtenberg,52.554371713041085,13.427934432938164,None,UK,0,4.53,0.055,0
25B530D1,2023-02-04,Friedrichshain-Kreuzberg,52.532864711986136,13.35594811694883,Verified,AUS,6,4.99,0.033,0
D04B9D82,2023-05-24,Pankow,52.450555319627135,13.467622087644042,None,UK,3,5.0,0.023,0
208DD007,2017-02-20,Steglitz-Zehlendorf,52.40179860834509,13.301850097999989,Partial,UK,3,4.34,0.121,0
F9ADA44B,2019-02-12,Lichtenberg,52.505143190029635,13.346672344075552,Verified,FRA,4,4.34,0.099,0
1EA74A9A,2022-03-03,Charlottenburg-Wilmersdorf,52.53461269080848,13.438147781854063,Partial,AUS,2,4.43,0.045,0
83015A60,2022-12-15,Friedrichshain-Kreuzberg,52.4785798040648,13.48536557672298,None,UK,12,4.86,0.149,0
E1917CEB,2023-04-07,Pankow,52.59031594565382,13.251902064123248,Verified,BRA,9,4.75,0.034,0
C144D5AF,2016-07-20,Mitte,52.46123096462613,13.482210877286889,Verified,CAN,10,4.86,0.126,1
B0D1B1D0,2022-09-23,Pankow,52.430787514160606,13.407958778368991,Partial,USA,7,4.79,0.13,0
78D7BF7D,2018-06-04,Mitte,52.58341604674931,13.453537993268098,Verified,CAN,0,3.87,0.132,1
C366BBE2,2021-10-29,Charlottenburg-Wilmersdorf,52.5288313441586,13.298784948858042,Verified,UK,10,4.71,0.0,1
C617CE6C,2021-12-21,Neukölln,52.55121937714598,13.454710357059396,Verified,AUS,2,4.95,0.095,0
48ACA247,2022-09-30,Spandau,52.50526109497716,13.480305339637185,Verified,GER,22,5.0,0.109,1
47A6BDD7,2022-08-24,Pankow,52.418324364698655,13.24354256473708,Verified,BRA,0,5.0,0.026,0
BE971979,2024-08-18,Pankow,52.44185220956503,13.25833782514732,Verified,JPN,18,5.0,0.052,0
5D53C513,2020-08-10,Lichtenberg,52.57967513545449,13.338579025266005,None,CAN,0,5.0,0.105,1
3FF62905,2022-01-26,Spandau,52.497057724346845,13.475945937666985,Verified,JPN,5,4.7,0.016,0
BE1DEBF1,2016-12-20,Charlottenburg-Wilmersdorf,52.452710927223464,13.35967102622805,Verified,AUS,13,4.23,0.129,0
0F80943A,2017-06-20,Steglitz-Zehlendorf,52.58137373600307,13.315822440486683,Verified,JPN,5,4.25,0.112,1
095EEE8E,2017-01-13,Spandau,52.44305399874416,13.373078381677939,Verified,FRA,2,4.88,0.059,0
CDA4DFDC,2024-07-03,Spandau,52.59965124560871,13.215579012894496,None,AUS,9,4.9,0.087,1
571739E9,2017-07-27,Neukölln,52.59960479747859,13.47679209494823,Verified,FRA,0,4.56,0.042,0
853D34A6,2023-01-21,Tempelhof-Schöneberg,52.443455300682615,13.321474312530762,Verified,FRA,9,4.47,0.13,0
97D411DA,2024-01-06,Steglitz-Zehlendorf,52.41346780192135,13.297590967083542,Verified,UK,6,4.98,0.149,1
35C47DA0,2019-10-09,Pankow,52.593265790630305,13.390778626633915,Verified,JPN,7,4.94,0.064,0
C889CEAA,2021-02-20,Tempelhof-Schöneberg,52.55685103055448,13.365744507570877,Verified,FRA,10,4.78,0.115,0
6683E12A,2016-11-07,Mitte,52.54720596183582,13.262460886015031,Verified,FRA,1,4.75,0.074,0
51A9CB17,2021-02-28,Pankow,52.46507487789337,13.455723256750833,Verified,FRA,14,4.89,0.057,1
04FF65CF,2018-02-16,Lichtenberg,52.5928632547994,13.475740491095811,Verified,JPN,7,4.56,0.09,0
47BF86E0,2018-04-03,Neukölln,52.499897970339944,13.297998136807927,Verified,USA,2,5.0,0.138,0
01A20B82,2018-05-09,Neukölln,52.585861825540235,13.37005425896383,Verified,FRA,26,4.74,0.071,1
B28D9B4E,2015-05-08,Lichtenberg,52.54050301493248,13.252243269055928,Verified,BRA,0,4.61,0.074,0
52FA2028,2022-12-04,Charlottenburg-Wilmersdorf,52.508455468984536,13.37674585537563,Verified,UK,1,4.63,0.05,0
51604D3F,2024-12-02,Tempelhof-Schöneberg,52.503400648856825,13.341047206722436,Partial,CAN,7,4.89,0.096,1
34000F39,2015-07-01,Steglitz-Zehlendorf,52.52266110736297,13.491814581518323,Partial,FRA,21,5.0,0.096,0
CBB141AB,2019-12-10,Lichtenberg,52.48478967121221,13.258620082693628,Verified,CAN,11,4.92,0.048,0
264BB864,2024-02-01,Friedrichshain-Kreuzberg,52.40389715755366,13.484545610281122,Verified,CAN,8,5.0,0.141,0
2753CD82,2020-02-24,Pankow,52.57968836313962,13.348305427763801,Verified,USA,18,4.59,0.137,0
FEED76AD,2021-12-05,Tempelhof-Schöneberg,52.55937682841516,13.330984276407971,Partial,UK,1,5.0,0.088,0
B0C1AA05,2015-05-02,Mitte,52.57696101950557,13.229662569762977,Verified,CAN,14,5.0,0.073,0
8F49832E,2018-10-03,Charlottenburg-Wilmersdorf,52.57584837096021,13.483405214685932,Verified,CAN,9,5.0,0.113,0
9FD1713A,2018-06-04,Mitte,52.57010992895992,13.305527643153594,Partial,FRA,0,4.84,0.143,0
687D765C,2021-02-23,Steglitz-Zehlendorf,52.57450080257873,13.30523305464923,Verified,UK,8,4.65,0.003,0
E4FCCF3E,2017-10-21,Spandau,52.45147109448962,13.27015272026016,Verified,FRA,2,4.75,0.042,1
56737BBF,2024-02-07,Mitte,52.463356816761575,13.406711713311944,Partial,BRA,6,4.77,0.03,0
E072C316,2021-07-15,Neukölln,52.519399389015234,13.257755883867661,Partial,UK,41,4.63,0.12,1
3A6676C1,2021-05-01,Charlottenburg-Wilmersdorf,52.45234181558119,13.418400593717283,Partial,UK,1,4.63,0.125,1
9A0F3DB0,2015-05-14,Steglitz-Zehlendorf,52.42459616260496,13.315870678292814,Verified,CAN,2,5.0,0.014,1
DA124B5C,2019-04-10,Tempelhof-Schöneberg,52.52010292893558,13.354423676283242,Verified,FRA,0,4.83,0.065,0
4B8081FE,2015-08-22,Lichtenberg,52.5979102859368,13.209011716263273,Verified,UK,0,4.43,0.13,0
C3C694FF,2023-07-17,Mitte,52.58521370936224,13.376203984383446,None,UK,0,4.66,0.082,0
0AD7C2E8,2019-05-22,Spandau,52.54083563588351,13.420857716709303,Verified,FRA,26,4.36,0.111,0
67796886,2024-06-29,Pankow,52.48062642688352,13.263625585224121,None,JPN,11,5.0,0.022,0
250C94FA,2024-09-23,Pankow,52.485018909863655,13.351230053287104,Partial,USA,33,4.63,0.018,0
AE4363C6,2017-12-21,Neukölln,52.507683914137765,13.390302900254609,None,USA,3,4.89,0.13,0
19FD8A3A,2017-04-08,Mitte,52.40653640497355,13.308159069125464,Verified,AUS,6,5.0,0.014,0
3393292B,2020-09-11,Lichtenberg,52.50126091179561,13.461170320117429,Verified,USA,3,4.75,0.148,0
E29914AC,2020-03-27,Pankow,52.56684947249448,13.480605823467704,None,CAN,4,4.95,0.029,0
08D76209,2015-08-18,Neukölln,52.447655964994105,13.33414647219136,Verified,FRA,14,5.0,0.118,0
2E29ACC3,2016-09-19,Steglitz-Zehlendorf,52.41303320134347,13.344920518401205,Verified,UK,6,4.14,0.103,0
45FFFAE6,2020-11-13,Pankow,52.446166135442375,13.497373766371094,Verified,AUS,10,4.53,0.128,0
9BF06971,2022-10-21,Tempelhof-Schöneberg,52.48838008910091,13.329053529320765,Verified,FRA,0,4.39,0.059,0
72B31936,2022-10-06,Steglitz-Zehlendorf,52.47092099548975,13.21650202282668,Verified,GER,10,4.44,0.116,1
45E93D6D,2017-05-18,Mitte,52.57113923961228,13.270133883093841,Verified,JPN,0,4.9,0.134,0
1352A171,2021-06-10,Pankow,52.50812525153284,13.222170398795793,Verified,BRA,8,4.7,0.105,1
D5F841A6,2021-02-05,Neukölln,52.5820525359774,13.209327295593642,None,USA,2,5.0,0.122,0
254944CA,2015-08-13,Charlottenburg-Wilmersdorf,52.48802672273251,13.35155325181507,Verified,GER,7,4.77,0.038,0
5661A348,2024-08-28,Lichtenberg,52.41099894692148,13.38082143405406,Verified,USA,6,4.63,0.003,0
2DA7E2B6,2018-08-19,Tempelhof-Schöneberg,52.557965765878336,13.208554013865504,Verified,JPN,21,4.77,0.057,1
AB54FA79,2024-04-19,Pankow,52.56102918185223,13.380812586883387,Verified,GER,4,5.0,0.114,0
EC35BDFA,2017-06-26,Mitte,52.495578365900506,13.30051591749709,Partial,BRA,3,4.88,0.129,0
A07D51CA,2015-08-04,Lichtenberg,52.41265750730524,13.297800700908907,Verified,USA,3,4.88,0.063,0
03D40C80,2019-03-18,Charlottenburg-Wilmersdorf,52.407931045772116,13.41335363101428,Verified,AUS,6,4.62,0.145,0
56FC3F45,2024-12-31,Pankow,52.45098147838128,13.428014039171485,Verified,JPN,3,4.61,0.083,0
F74F5E66,2016-08-10,Tempelhof-Schöneberg,52.51698370936579,13.458634288655968,None,UK,15,4.51,0.041,1
